word_ID,Book,ch_KJV,v_KJV,manuscript,lex_Hebrew,si,gloss_SPA
3776,Gen,8,11,מֵ,מִן,from,de
3777,Gen,8,11,עַ֥ל,עַל,upon,sobre
3778,Gen,8,11,הָ,הַ,the,la
3779,Gen,8,11,אָֽרֶץ׃,אֶרֶץ,earth,tierra
3780,Gen,8,12,וַ,וְ,and,y
3781,Gen,8,12,יִּיָּ֣חֶל,יחל,wait,esperó
3782,Gen,8,12,עֹ֔וד,עֹוד,duration,aún
3783,Gen,8,12,שִׁבְעַ֥ת,שֶׁבַע,seven,siete
3784,Gen,8,12,יָמִ֖ים,יֹום,day,días
3785,Gen,8,12,אֲחֵרִ֑ים,אַחֵר,other,además
3786,Gen,8,12,וַ,וְ,and,y
3787,Gen,8,12,יְשַׁלַּח֙,שׁלח,send,envió
3788,Gen,8,12,אֶת־,אֵת,[object marker],[marcador de objeto]
3789,Gen,8,12,הַ,הַ,the,la
3790,Gen,8,12,יֹּונָ֔ה,יֹונָה,dove,paloma
3791,Gen,8,12,וְ,וְ,and,y
3792,Gen,8,12,לֹֽא־,לֹא,not,no
3793,Gen,8,12,יָסְפָ֥ה,יסף,add,repitió
3794,Gen,8,12,שׁוּב־,שׁוב,return,volver
3795,Gen,8,12,אֵלָ֖יו,אֶל,to,a él
3796,Gen,8,12,עֹֽוד׃,עֹוד,duration,aún
3797,Gen,8,13,וַֽ֠,וְ,and,y
3798,Gen,8,13,יְהִי,היה,be,fue
3799,Gen,8,13,בְּ,בְּ,in,en
3800,Gen,8,13,אַחַ֨ת,אֶחָד,one,uno
3801,Gen,8,13,וְ,וְ,and,y
3802,Gen,8,13,שֵׁשׁ־,שֵׁשׁ,six,seis
3803,Gen,8,13,מֵאֹ֜ות,מֵאָה,hundred,cientos
3804,Gen,8,13,שָׁנָ֗ה,שָׁנָה,year,año
3805,Gen,8,13,בָּֽ,בְּ,in,en
3806,Gen,8,13,,הַ,the,el
3807,Gen,8,13,רִאשֹׁון֙,רִאשֹׁון,first,principio
3808,Gen,8,13,בְּ,בְּ,in,en
3809,Gen,8,13,אֶחָ֣ד,אֶחָד,one,uno
3810,Gen,8,13,לַ,לְ,to,a
3811,Gen,8,13,,הַ,the,el
3812,Gen,8,13,חֹ֔דֶשׁ,חֹדֶשׁ,month,mes
3813,Gen,8,13,חָֽרְב֥וּ,חרב,be dry,se secaron
3814,Gen,8,13,הַ,הַ,the,las
3815,Gen,8,13,מַּ֖יִם,מַיִם,water,aguas
3816,Gen,8,13,מֵ,מִן,from,de
3817,Gen,8,13,עַ֣ל,עַל,upon,sobre
3818,Gen,8,13,הָ,הַ,the,la
3819,Gen,8,13,אָ֑רֶץ,אֶרֶץ,earth,tierra
3820,Gen,8,13,וַ,וְ,and,y
3821,Gen,8,13,יָּ֤סַר,סור,turn aside,quitó
3822,Gen,8,13,נֹ֨חַ֙,נֹחַ,Noah,Noé
3823,Gen,8,13,אֶת־,אֵת,[object marker],[marcador de objeto]
3824,Gen,8,13,מִכְסֵ֣ה,מִכְסֶה,covering,cubierta de
3825,Gen,8,13,הַ,הַ,the,el
3826,Gen,8,13,תֵּבָ֔ה,תֵּבָה,ark,arca
3827,Gen,8,13,וַ,וְ,and,y
3828,Gen,8,13,יַּ֕רְא,ראה,see,miró
3829,Gen,8,13,וְ,וְ,and,y
3830,Gen,8,13,הִנֵּ֥ה,הִנֵּה,behold,¡mirá!
3831,Gen,8,13,חָֽרְב֖וּ,חרב,be dry,secas
3832,Gen,8,13,פְּנֵ֥י,פָּנֶה,face,faces de
3833,Gen,8,13,הָֽ,הַ,the,el
3834,Gen,8,13,אֲדָמָֽה׃,אֲדָמָה,soil,terreno
3835,Gen,8,14,וּ,וְ,and,y
3836,Gen,8,14,בַ,בְּ,in,en
3837,Gen,8,14,,הַ,the,el
3838,Gen,8,14,חֹ֨דֶשׁ֙,חֹדֶשׁ,month,mes
3839,Gen,8,14,הַ,הַ,the,el
3840,Gen,8,14,שֵּׁנִ֔י,שֵׁנִי,second,segundo
3841,Gen,8,14,בְּ,בְּ,in,en
3842,Gen,8,14,שִׁבְעָ֧ה,שֶׁבַע,seven,siete
3843,Gen,8,14,וְ,וְ,and,y
3844,Gen,8,14,עֶשְׂרִ֛ים,עֶשְׂרִים,twenty,veinte
3845,Gen,8,14,יֹ֖ום,יֹום,day,día
3846,Gen,8,14,לַ,לְ,to,para
3847,Gen,8,14,,הַ,the,el
3848,Gen,8,14,חֹ֑דֶשׁ,חֹדֶשׁ,month,mes
3849,Gen,8,14,יָבְשָׁ֖ה,יבשׁ,be dry,se secó
3850,Gen,8,14,הָ,הַ,the,la
3851,Gen,8,14,אָֽרֶץ׃ ס,אֶרֶץ,earth,tierra
3852,Gen,8,15,וַ,וְ,and,y
3853,Gen,8,15,יְדַבֵּ֥ר,דבר,speak,habló
3854,Gen,8,15,אֱלֹהִ֖ים,אֱלֹהִים,god(s),Dios
3855,Gen,8,15,אֶל־,אֶל,to,a
3856,Gen,8,15,נֹ֥חַ,נֹחַ,Noah,Noé
3857,Gen,8,15,לֵ,לְ,to,a
3858,Gen,8,15,אמֹֽר׃,אמר,say,diciendo
3859,Gen,8,16,צֵ֖א,יצא,go out,sal
3860,Gen,8,16,מִן־,מִן,from,de
3861,Gen,8,16,הַ,הַ,the,el
3862,Gen,8,16,תֵּבָ֑ה,תֵּבָה,ark,arca
3863,Gen,8,16,אַתָּ֕ה,אַתָּה,you,tú
3864,Gen,8,16,וְ,וְ,and,y
3865,Gen,8,16,אִשְׁתְּךָ֛,אִשָּׁה,woman,tu mujer
3866,Gen,8,16,וּ,וְ,and,y
3867,Gen,8,16,בָנֶ֥יךָ,בֵּן,son,tus hijos
3868,Gen,8,16,וּ,וְ,and,y
3869,Gen,8,16,נְשֵֽׁי־,אִשָּׁה,woman,mujeres de
3870,Gen,8,16,בָנֶ֖יךָ,בֵּן,son,tus hijos
3871,Gen,8,16,אִתָּֽךְ׃,אֵת,together with,contigo
3872,Gen,8,17,כָּל־,כֹּל,whole,Todo
3873,Gen,8,17,הַ,הַ,the,lo
3874,Gen,8,17,חַיָּ֨ה,חַיָּה,wild animal,viviente
3875,Gen,8,17,אֲשֶֽׁר־,אֲשֶׁר,[relative],[relativo]
3876,Gen,8,17,אִתְּךָ֜,אֵת,together with,contigo
3877,Gen,8,17,מִ,מִן,from,de
3878,Gen,8,17,כָּל־,כֹּל,whole,toda
3879,Gen,8,17,בָּשָׂ֗ר,בָּשָׂר,flesh,carne
3880,Gen,8,17,בָּ,בְּ,in,con
3881,Gen,8,17,,הַ,the,el
3882,Gen,8,17,עֹ֧וף,עֹוף,birds,ave
3883,Gen,8,17,וּ,וְ,and,y
3884,Gen,8,17,בַ,בְּ,in,con
3885,Gen,8,17,,הַ,the,la
3886,Gen,8,17,בְּהֵמָ֛ה,בְּהֵמָה,cattle,bestia
3887,Gen,8,17,וּ,וְ,and,y
3888,Gen,8,17,בְ,בְּ,in,con
3889,Gen,8,17,כָל־,כֹּל,whole,todo
3890,Gen,8,17,הָ,הַ,the,el
3891,Gen,8,17,רֶ֛מֶשׂ,רֶמֶשׂ,creeping animals,reptil
3892,Gen,8,17,הָ,הַ,the,el que
3893,Gen,8,17,רֹמֵ֥שׂ,רמשׂ,creep,repta
3894,Gen,8,17,עַל־,עַל,upon,sobre
3895,Gen,8,17,הָ,הַ,the,la
3896,Gen,8,17,אָ֖רֶץ,אֶרֶץ,earth,tierra
3897,Gen,8,17,הַיְצֵ֣א,יצא,go out,sal
3898,Gen,8,17,אִתָּ֑ךְ,אֵת,together with,contigo
3899,Gen,8,17,וְ,וְ,and,y
3900,Gen,8,17,שָֽׁרְצ֣וּ,שׁרץ,swarm,multiplíquense
3901,Gen,8,17,בָ,בְּ,in,en
3902,Gen,8,17,,הַ,the,la
3903,Gen,8,17,אָ֔רֶץ,אֶרֶץ,earth,tierra
3904,Gen,8,17,וּ,וְ,and,y
3905,Gen,8,17,פָר֥וּ,פרה,be fertile,frutifíquense
3906,Gen,8,17,וְ,וְ,and,y
3907,Gen,8,17,רָב֖וּ,רבה,be many,aumenten
3908,Gen,8,17,עַל־,עַל,upon,sobre
3909,Gen,8,17,הָ,הַ,the,la
3910,Gen,8,17,אָֽרֶץ׃,אֶרֶץ,earth,tierra
3911,Gen,8,18,וַ,וְ,and,y
3912,Gen,8,18,יֵּ֖צֵא־,יצא,go out,salió
3913,Gen,8,18,נֹ֑חַ,נֹחַ,Noah,Noé
3914,Gen,8,18,וּ,וְ,and,y
3915,Gen,8,18,בָנָ֛יו,בֵּן,son,sus hijos
3916,Gen,8,18,וְ,וְ,and,y
3917,Gen,8,18,אִשְׁתֹּ֥ו,אִשָּׁה,woman,su mujer
3918,Gen,8,18,וּ,וְ,and,y
3919,Gen,8,18,נְשֵֽׁי־,אִשָּׁה,woman,mujeres de
3920,Gen,8,18,בָנָ֖יו,בֵּן,son,sus hijos
3921,Gen,8,18,אִתֹּֽו׃,אֵת,together with,con él
3922,Gen,8,19,כָּל־,כֹּל,whole,Todo
3923,Gen,8,19,הַֽ,הַ,the,el
3924,Gen,8,19,חַיָּ֗ה,חַיָּה,wild animal,animal
3925,Gen,8,19,כָּל־,כֹּל,whole,todo
3926,Gen,8,19,הָ,הַ,the,el
3927,Gen,8,19,רֶ֨מֶשׂ֙,רֶמֶשׂ,creeping animals,reptil
3928,Gen,8,19,וְ,וְ,and,y
3929,Gen,8,19,כָל־,כֹּל,whole,todo
3930,Gen,8,19,הָ,הַ,the,el
3931,Gen,8,19,עֹ֔וף,עֹוף,birds,ave
3932,Gen,8,19,כֹּ֖ל,כֹּל,whole,todo
3933,Gen,8,19,רֹומֵ֣שׂ,רמשׂ,creep,moviente
3934,Gen,8,19,עַל־,עַל,upon,sobre
3935,Gen,8,19,הָ,הַ,the,la
3936,Gen,8,19,אָ֑רֶץ,אֶרֶץ,earth,tierra
3937,Gen,8,19,לְ,לְ,to,por
3938,Gen,8,19,מִשְׁפְּחֹ֣תֵיהֶ֔ם,מִשְׁפָּחָה,clan,sus especies
3939,Gen,8,19,יָצְא֖וּ,יצא,go out,salieron
3940,Gen,8,19,מִן־,מִן,from,de
3941,Gen,8,19,הַ,הַ,the,el
3942,Gen,8,19,תֵּבָֽה׃,תֵּבָה,ark,arca
3943,Gen,8,20,וַ,וְ,and,y
3944,Gen,8,20,יִּ֥בֶן,בנה,build,edificó
3945,Gen,8,20,נֹ֛חַ,נֹחַ,Noah,Noé
3946,Gen,8,20,מִזְבֵּ֖חַ,מִזְבֵּחַ,altar,altar
3947,Gen,8,20,לַֽ,לְ,to,a
3948,Gen,8,20,יהוָ֑ה,יְהוָה,YHWH,Yahweh
3949,Gen,8,20,וַ,וְ,and,y
3950,Gen,8,20,יִּקַּ֞ח,לקח,take,tomó
3951,Gen,8,20,מִ,מִן,from,de
3952,Gen,8,20,כֹּ֣ל׀,כֹּל,whole,toda
3953,Gen,8,20,הַ,הַ,the,la
3954,Gen,8,20,בְּהֵמָ֣ה,בְּהֵמָה,cattle,bestia
3955,Gen,8,20,הַ,הַ,the,la
3956,Gen,8,20,טְּהֹורָ֗ה,טָהֹר,pure,limpia
3957,Gen,8,20,וּ,וְ,and,y
3958,Gen,8,20,מִ,מִן,from,de
3959,Gen,8,20,כֹּל֙,כֹּל,whole,todo
3960,Gen,8,20,הָ,הַ,the,el
3961,Gen,8,20,עֹ֣וף,עֹוף,birds,ave
3962,Gen,8,20,הַ,הַ,the,el
3963,Gen,8,20,טָּהֹ֔ר,טָהֹר,pure,limpio
3964,Gen,8,20,וַ,וְ,and,y
3965,Gen,8,20,יַּ֥עַל,עלה,ascend,sacrificó
3966,Gen,8,20,עֹלֹ֖ת,עֹלָה,burnt-offering,holocausto
3967,Gen,8,20,בַּ,בְּ,in,en
3968,Gen,8,20,,הַ,the,el
3969,Gen,8,20,מִּזְבֵּֽחַ׃,מִזְבֵּחַ,altar,altar
3970,Gen,8,21,וַ,וְ,and,y
3971,Gen,8,21,יָּ֣רַח,רוח,be spacious,olió
3972,Gen,8,21,יְהוָה֮,יְהוָה,YHWH,Yahweh
3973,Gen,8,21,אֶת־,אֵת,[object marker],[marcador de objeto]
3974,Gen,8,21,רֵ֣יחַ,רֵיחַ,scent,olor
3975,Gen,8,21,הַ,הַ,the,el
3976,Gen,8,21,נִּיחֹחַ֒,נִיחֹחַ,smell of appeasement,agradable
3977,Gen,8,21,וַ,וְ,and,y
3978,Gen,8,21,יֹּ֨אמֶר,אמר,say,dijo
3979,Gen,8,21,יְהוָ֜ה,יְהוָה,YHWH,Yahweh
3980,Gen,8,21,אֶל־,אֶל,to,a
3981,Gen,8,21,לִבֹּ֗ו,לֵב,heart,su corazón
3982,Gen,8,21,לֹֽא־,לֹא,not,no
3983,Gen,8,21,אֹ֠סִף,יסף,add,repetiré
3984,Gen,8,21,לְ,לְ,to,a
3985,Gen,8,21,קַלֵּ֨ל,קלל,be slight,maldecir
3986,Gen,8,21,עֹ֤וד,עֹוד,duration,otra vez
3987,Gen,8,21,אֶת־,אֵת,[object marker],[marcador de objeto]
3988,Gen,8,21,הָֽ,הַ,the,el
3989,Gen,8,21,אֲדָמָה֙,אֲדָמָה,soil,terreno
3990,Gen,8,21,בַּ,בְּ,in,a
3991,Gen,8,21,עֲב֣וּר,עֲבוּר,way,causas de
3992,Gen,8,21,הָֽ,הַ,the,el
3993,Gen,8,21,אָדָ֔ם,אָדָם,human,hombre
3994,Gen,8,21,כִּ֠י,כִּי,that,que
3995,Gen,8,21,יֵ֣צֶר,יֵצֶר,form,inclinación de
3996,Gen,8,21,לֵ֧ב,לֵב,heart,corazón de
3997,Gen,8,21,הָ,הַ,the,el
3998,Gen,8,21,אָדָ֛ם,אָדָם,human,hombre
3999,Gen,8,21,רַ֖ע,רַע,evil,mal
4000,Gen,8,21,מִ,מִן,from,desde
4001,Gen,8,21,נְּעֻרָ֑יו,נְעוּרִים,youth,su infancia
4002,Gen,8,21,וְ,וְ,and,y
4003,Gen,8,21,לֹֽא־,לֹא,not,no
4004,Gen,8,21,אֹסִ֥ף,יסף,add,repetiré
4005,Gen,8,21,עֹ֛וד,עֹוד,duration,otra vez
4006,Gen,8,21,לְ,לְ,to,para
4007,Gen,8,21,הַכֹּ֥ות,נכה,strike,destruir
4008,Gen,8,21,אֶת־,אֵת,[object marker],[marcador de objeto]
4009,Gen,8,21,כָּל־,כֹּל,whole,todo
4010,Gen,8,21,חַ֖י,חַי,alive,viviente
4011,Gen,8,21,כַּֽ,כְּ,as,como
4012,Gen,8,21,אֲשֶׁ֥ר,אֲשֶׁר,[relative],[relativo]
4013,Gen,8,21,עָשִֽׂיתִי׃,עשׂה,make,hice
4014,Gen,8,22,עֹ֖ד,עֹוד,duration,Mientras
4015,Gen,8,22,כָּל־,כֹּל,whole,todos
4016,Gen,8,22,יְמֵ֣י,יֹום,day,días de
4017,Gen,8,22,הָ,הַ,the,la
4018,Gen,8,22,אָ֑רֶץ,אֶרֶץ,earth,tierra
4019,Gen,8,22,זֶ֡רַע,זֶרַע,seed,siembra
4020,Gen,8,22,וְ֠,וְ,and,y
4021,Gen,8,22,קָצִיר,קָצִיר,harvest,siega
4022,Gen,8,22,וְ,וְ,and,y
4023,Gen,8,22,קֹ֨ר,קֹר,cold,frío
4024,Gen,8,22,וָ,וְ,and,y
4025,Gen,8,22,חֹ֜ם,חֹם,heat,calor
4026,Gen,8,22,וְ,וְ,and,y
4027,Gen,8,22,קַ֧יִץ,קַיִץ,summer,verano
4028,Gen,8,22,וָ,וְ,and,e
4029,Gen,8,22,חֹ֛רֶף,חֹרֶף,autumn,invierno
4030,Gen,8,22,וְ,וְ,and,y
4031,Gen,8,22,יֹ֥ום,יֹום,day,día
4032,Gen,8,22,וָ,וְ,and,y
4033,Gen,8,22,לַ֖יְלָה,לַיְלָה,night,noche
4034,Gen,8,22,לֹ֥א,לֹא,not,no
4035,Gen,8,22,יִשְׁבֹּֽתוּ׃,שׁבת,cease,cesarán
4036,Gen,9,1,וַ,וְ,and,y
4037,Gen,9,1,יְבָ֣רֶךְ,ברך,bless,bendijo
4038,Gen,9,1,אֱלֹהִ֔ים,אֱלֹהִים,god(s),Dios
4039,Gen,9,1,אֶת־,אֵת,[object marker],[marcador de objeto]
4040,Gen,9,1,נֹ֖חַ,נֹחַ,Noah,Noé
4041,Gen,9,1,וְ,וְ,and,y
4042,Gen,9,1,אֶת־,אֵת,[object marker],[marcador de objeto]
4043,Gen,9,1,בָּנָ֑יו,בֵּן,son,sus hijos
4044,Gen,9,1,וַ,וְ,and,y
4045,Gen,9,1,יֹּ֧אמֶר,אמר,say,dijo
4046,Gen,9,1,לָהֶ֛ם,לְ,to,a ellos
4047,Gen,9,1,פְּר֥וּ,פרה,be fertile,frutificad
4048,Gen,9,1,וּ,וְ,and,y
4049,Gen,9,1,רְב֖וּ,רבה,be many,aumentad
4050,Gen,9,1,וּ,וְ,and,y
4051,Gen,9,1,מִלְא֥וּ,מלא,be full,llenad
4052,Gen,9,1,אֶת־,אֵת,[object marker],[marcador de objeto]
4053,Gen,9,1,הָ,הַ,the,la
4054,Gen,9,1,אָֽרֶץ׃,אֶרֶץ,earth,tierra
4055,Gen,9,2,וּ,וְ,and,y
4056,Gen,9,2,מֹורַאֲכֶ֤ם,מֹורָא,fear,temor de vosotros
4057,Gen,9,2,וְ,וְ,and,y
4058,Gen,9,2,חִתְּכֶם֙,חַת,terror,miedo de vosotros
4059,Gen,9,2,יִֽהְיֶ֔ה,היה,be,será
4060,Gen,9,2,עַ֚ל,עַל,upon,sobre
4061,Gen,9,2,כָּל־,כֹּל,whole,todo
4062,Gen,9,2,חַיַּ֣ת,חַיָּה,wild animal,animal de
4063,Gen,9,2,הָ,הַ,the,la
4064,Gen,9,2,אָ֔רֶץ,אֶרֶץ,earth,tierra
4065,Gen,9,2,וְ,וְ,and,y
4066,Gen,9,2,עַ֖ל,עַל,upon,sobre
4067,Gen,9,2,כָּל־,כֹּל,whole,todo
4068,Gen,9,2,עֹ֣וף,עֹוף,birds,ave de
4069,Gen,9,2,הַ,הַ,the,los
4070,Gen,9,2,שָּׁמָ֑יִם,שָׁמַיִם,heavens,cielos
4071,Gen,9,2,בְּ,בְּ,in,en
4072,Gen,9,2,כֹל֩,כֹּל,whole,todo
4073,Gen,9,2,אֲשֶׁ֨ר,אֲשֶׁר,[relative],[relativo]
4074,Gen,9,2,תִּרְמֹ֧שׂ,רמשׂ,creep,se mueve
4075,Gen,9,2,הָֽ,הַ,the,el
4076,Gen,9,2,אֲדָמָ֛ה,אֲדָמָה,soil,terreno
4077,Gen,9,2,וּֽ,וְ,and,y
4078,Gen,9,2,בְ,בְּ,in,en
4079,Gen,9,2,כָל־,כֹּל,whole,todos
4080,Gen,9,2,דְּגֵ֥י,דָּג,fish,peces de
4081,Gen,9,2,הַ,הַ,the,el
4082,Gen,9,2,יָּ֖ם,יָם,sea,mar
4083,Gen,9,2,בְּ,בְּ,in,en
4084,Gen,9,2,יֶדְכֶ֥ם,יָד,hand,manos de vosotros
4085,Gen,9,2,נִתָּֽנוּ׃,נתן,give,son dados
4086,Gen,9,3,כָּל־,כֹּל,whole,Todo
4087,Gen,9,3,רֶ֨מֶשׂ֙,רֶמֶשׂ,creeping animals,moviente
4088,Gen,9,3,אֲשֶׁ֣ר,אֲשֶׁר,[relative],[relativo]
4089,Gen,9,3,הוּא־,הוּא,he,él
4090,Gen,9,3,חַ֔י,חַי,alive,vive
4091,Gen,9,3,לָכֶ֥ם,לְ,to,para vosotros
4092,Gen,9,3,יִהְיֶ֖ה,היה,be,será
4093,Gen,9,3,לְ,לְ,to,para
4094,Gen,9,3,אָכְלָ֑ה,אָכְלָה,food,alimento
4095,Gen,9,3,כְּ,כְּ,as,como
4096,Gen,9,3,יֶ֣רֶק,יֶרֶק,greens,verde
4097,Gen,9,3,עֵ֔שֶׂב,עֵשֶׂב,herb,planta
4098,Gen,9,3,נָתַ֥תִּי,נתן,give,di
4099,Gen,9,3,לָכֶ֖ם,לְ,to,para vosotros
4100,Gen,9,3,אֶת־,אֵת,[object marker],[marcador de objeto]
4101,Gen,9,3,כֹּֽל׃,כֹּל,whole,todo
4102,Gen,9,4,אַךְ־,אַךְ,only,Pero
4103,Gen,9,4,בָּשָׂ֕ר,בָּשָׂר,flesh,carne
4104,Gen,9,4,בְּ,בְּ,in,con
4105,Gen,9,4,נַפְשֹׁ֥ו,נֶפֶשׁ,soul,su alma (vida)
4106,Gen,9,4,דָמֹ֖ו,דָּם,blood,su sangre
4107,Gen,9,4,לֹ֥א,לֹא,not,no
4108,Gen,9,4,תֹאכֵֽלוּ׃,אכל,eat,comeréis
4109,Gen,9,5,וְ,וְ,and,Y
4110,Gen,9,5,אַ֨ךְ,אַךְ,only,de cierto
4111,Gen,9,5,אֶת־,אֵת,[object marker],[marcador de objeto]
4112,Gen,9,5,דִּמְכֶ֤ם,דָּם,blood,vuestra sangre
4113,Gen,9,5,לְ,לְ,to,para
4114,Gen,9,5,נַפְשֹֽׁתֵיכֶם֙,נֶפֶשׁ,soul,vuestras vidas
4115,Gen,9,5,אֶדְרֹ֔שׁ,דרשׁ,inquire,pediré
4116,Gen,9,5,מִ,מִן,from,de
4117,Gen,9,5,יַּ֥ד,יָד,hand,mano de
4118,Gen,9,5,כָּל־,כֹּל,whole,todo
4119,Gen,9,5,חַיָּ֖ה,חַיָּה,wild animal,animal
4120,Gen,9,5,אֶדְרְשֶׁ֑נּוּ,דרשׁ,inquire,le demandaré
4121,Gen,9,5,וּ,וְ,and,y
4122,Gen,9,5,מִ,מִן,from,de
4123,Gen,9,5,יַּ֣ד,יָד,hand,mano de
4124,Gen,9,5,הָֽ,הַ,the,el
4125,Gen,9,5,אָדָ֗ם,אָדָם,human,hombre
4126,Gen,9,5,מִ,מִן,from,de
4127,Gen,9,5,יַּד֙,יָד,hand,mano de
4128,Gen,9,5,אִ֣ישׁ,אִישׁ,man,varón
4129,Gen,9,5,אָחִ֔יו,אָח,brother,su hermano
4130,Gen,9,5,אֶדְרֹ֖שׁ,דרשׁ,inquire,demandaré
4131,Gen,9,5,אֶת־,אֵת,[object marker],[marcador de objeto]
4132,Gen,9,5,נֶ֥פֶשׁ,נֶפֶשׁ,soul,vida de
4133,Gen,9,5,הָֽ,הַ,the,el
4134,Gen,9,5,אָדָֽם׃,אָדָם,human,hombre
4135,Gen,9,6,שֹׁפֵךְ֙,שׁפך,pour,Derramador de
4136,Gen,9,6,דַּ֣ם,דָּם,blood,sangre de
4137,Gen,9,6,הָֽ,הַ,the,el
4138,Gen,9,6,אָדָ֔ם,אָדָם,human,hombre
4139,Gen,9,6,בָּֽ,בְּ,in,por
4140,Gen,9,6,,הַ,the,el
4141,Gen,9,6,אָדָ֖ם,אָדָם,human,hombre
4142,Gen,9,6,דָּמֹ֣ו,דָּם,blood,su sangre
4143,Gen,9,6,יִשָּׁפֵ֑ךְ,שׁפך,pour,será derramada
4144,Gen,9,6,כִּ֚י,כִּי,that,pues
4145,Gen,9,6,בְּ,בְּ,in,en
4146,Gen,9,6,צֶ֣לֶם,צֶלֶם,image,imagen de
4147,Gen,9,6,אֱלֹהִ֔ים,אֱלֹהִים,god(s),Dios
4148,Gen,9,6,עָשָׂ֖ה,עשׂה,make,hizo
4149,Gen,9,6,אֶת־,אֵת,[object marker],[marcador de objeto]
4150,Gen,9,6,הָ,הַ,the,el
4151,Gen,9,6,אָדָֽם׃,אָדָם,human,hombre
4152,Gen,9,7,וְ,וְ,and,y
4153,Gen,9,7,אַתֶּ֖ם,אַתֶּם,you,vosotros
4154,Gen,9,7,פְּר֣וּ,פרה,be fertile,fructificad
4155,Gen,9,7,וּ,וְ,and,y
4156,Gen,9,7,רְב֑וּ,רבה,be many,aumentad
4157,Gen,9,7,שִׁרְצ֥וּ,שׁרץ,swarm,multiplicad
4158,Gen,9,7,בָ,בְּ,in,en
4159,Gen,9,7,,הַ,the,la
4160,Gen,9,7,אָ֖רֶץ,אֶרֶץ,earth,tierra
4161,Gen,9,7,וּ,וְ,and,y
4162,Gen,9,7,רְבוּ־,רבה,be many,aumentad
4163,Gen,9,7,בָֽהּ׃ ס,בְּ,in,en ella
4164,Gen,9,8,וַ,וְ,and,y
4165,Gen,9,8,יֹּ֤אמֶר,אמר,say,dijo
4166,Gen,9,8,אֱלֹהִים֙,אֱלֹהִים,god(s),Dios
4167,Gen,9,8,אֶל־,אֶל,to,a
4168,Gen,9,8,נֹ֔חַ,נֹחַ,Noah,Noé
4169,Gen,9,8,וְ,וְ,and,y
4170,Gen,9,8,אֶל־,אֶל,to,a
4171,Gen,9,8,בָּנָ֥יו,בֵּן,son,sus hijos
4172,Gen,9,8,אִתֹּ֖ו,אֵת,together with,con él
4173,Gen,9,8,לֵ,לְ,to,a
4174,Gen,9,8,אמֹֽר׃,אמר,say,decir
4175,Gen,9,9,וַ,וְ,and,y
4176,Gen,9,9,אֲנִ֕י,אֲנִי,i,yo
4177,Gen,9,9,הִנְנִ֥י,הִנֵּה,behold,¡mirá yo!
4178,Gen,9,9,מֵקִ֛ים,קום,arise,establezo
4179,Gen,9,9,אֶת־,אֵת,[object marker],[marcador de objeto]
4180,Gen,9,9,בְּרִיתִ֖י,בְּרִית,covenant,mi pacto
4181,Gen,9,9,אִתְּכֶ֑ם,אֵת,together with,con vosotros
4182,Gen,9,9,וְ,וְ,and,y
4183,Gen,9,9,אֶֽת־,אֵת,together with,con
4184,Gen,9,9,זַרְעֲכֶ֖ם,זֶרַע,seed,vuestros descendientes
4185,Gen,9,9,אַֽחֲרֵיכֶֽם׃,אַחַר,after,después de vosotros
4186,Gen,9,10,וְ,וְ,and,y
4187,Gen,9,10,אֵ֨ת,אֵת,together with,con
4188,Gen,9,10,כָּל־,כֹּל,whole,todo
4189,Gen,9,10,נֶ֤פֶשׁ,נֶפֶשׁ,soul,vida de
4190,Gen,9,10,הַֽ,הַ,the,la
4191,Gen,9,10,חַיָּה֙,חַי,alive,criatura
4192,Gen,9,10,אֲשֶׁ֣ר,אֲשֶׁר,[relative],[relativo]
4193,Gen,9,10,אִתְּכֶ֔ם,אֵת,together with,con vosotros
4194,Gen,9,10,בָּ,בְּ,in,con
4195,Gen,9,10,,הַ,the,el
4196,Gen,9,10,עֹ֧וף,עֹוף,birds,ave
4197,Gen,9,10,בַּ,בְּ,in,con
4198,Gen,9,10,,הַ,the,la
4199,Gen,9,10,בְּהֵמָ֛ה,בְּהֵמָה,cattle,bestia
4200,Gen,9,10,וּֽ,וְ,and,y
4201,Gen,9,10,בְ,בְּ,in,con
4202,Gen,9,10,כָל־,כֹּל,whole,todo
4203,Gen,9,10,חַיַּ֥ת,חַיָּה,wild animal,animal de
4204,Gen,9,10,הָ,הַ,the,la
4205,Gen,9,10,אָ֖רֶץ,אֶרֶץ,earth,tierra
4206,Gen,9,10,אִתְּכֶ֑ם,אֵת,together with,con vosotros
4207,Gen,9,10,מִ,מִן,from,de
4208,Gen,9,10,כֹּל֙,כֹּל,whole,todo
4209,Gen,9,10,יֹצְאֵ֣י,יצא,go out,los salientes de
4210,Gen,9,10,הַ,הַ,the,el
4211,Gen,9,10,תֵּבָ֔ה,תֵּבָה,ark,arca
4212,Gen,9,10,לְ,לְ,to,a
4213,Gen,9,10,כֹ֖ל,כֹּל,whole,toda
4214,Gen,9,10,חַיַּ֥ת,חַיָּה,wild animal,criatura de
4215,Gen,9,10,הָ,הַ,the,la
4216,Gen,9,10,אָֽרֶץ׃,אֶרֶץ,earth,tierra
4217,Gen,9,11,וַ,וְ,and,y
4218,Gen,9,11,הֲקִמֹתִ֤י,קום,arise,establezco
4219,Gen,9,11,אֶת־,אֵת,[object marker],[marcador de objeto]
